yearID,teamID,lgID,playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
2024,NYN,NL,lindofr01,152,151,152,151,0,0,0,0,0,151,0,0,0,0,1,1,0
2017,BOS,AL,lintz01,25,15,25,23,0,0,0,10,9,6,0,0,0,0,1,4,1
2018,BOS,AL,lintz01,37,13,37,32,0,0,0,4,1,23,0,6,0,6,1,3,6
2019,BOS,AL,lintz01,13,6,13,11,0,0,0,8,0,2,0,1,0,1,0,1,1
2020,BOS,AL,lintz01,26,13,26,25,1,1,0,6,0,12,4,2,3,9,1,1,4
2021,MIN,AL,lintz01,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2023,DET,AL,lipcian01,13,8,13,11,0,0,0,0,11,0,0,0,0,0,2,5,0
2024,WAS,NL,lipsctr01,61,57,61,60,0,0,5,2,55,0,0,0,0,0,1,3,0
2015,PIT,NL,liriafr01,31,31,29,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2016,PIT,NL,liriafr01,23,21,21,21,21,0,0,0,0,0,0,0,0,0,0,2,0
2016,TOR,AL,liriafr01,10,8,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2017,HOU,AL,liriafr01,20,0,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2017,TOR,AL,liriafr01,18,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2018,DET,AL,liriafr01,27,26,1,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2019,PIT,NL,liriafr01,69,0,67,69,69,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHA,AL,liriary01,21,12,21,19,0,0,0,0,0,0,12,0,7,19,2,0,1
2018,MIN,AL,litteza01,8,2,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2019,MIN,AL,litteza01,29,0,1,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2020,MIN,AL,litteza01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2021,SFN,NL,litteza01,63,2,60,63,63,0,0,0,0,0,0,0,0,0,0,0,0
2022,SFN,NL,litteza01,39,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0
2023,BOS,AL,litteza01,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2023,TBA,AL,litteza01,26,14,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2024,TBA,AL,litteza01,29,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,littlbr02,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,TOR,AL,littlbr02,49,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0
2023,CHN,NL,littllu01,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2024,CHN,NL,littllu01,30,1,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
2017,PHI,NL,livelbe01,15,15,14,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2018,KCA,AL,livelbe01,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2018,PHI,NL,livelbe01,6,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0
2019,KCA,AL,livelbe01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,CIN,NL,livelbe01,19,12,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2024,CLE,AL,livelbe01,29,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2015,PIT,NL,lizra01,14,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2020,PHI,NL,llovema01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,PHI,NL,llovema01,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2022,SFN,NL,llovema01,17,1,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
2023,BOS,AL,llovema01,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2023,SFN,NL,llovema01,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2017,SDN,NL,lloydky01,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,NYA,AL,loaisjo01,9,4,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2019,NYA,AL,loaisjo01,15,4,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2020,NYA,AL,loaisjo01,12,3,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2021,NYA,AL,loaisjo01,57,0,5,57,57,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYA,AL,loaisjo01,50,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0
2023,NYA,AL,loaisjo01,17,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
2024,NYA,AL,loaisjo01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2015,WAS,NL,lobatjo01,44,38,44,42,0,42,0,0,0,0,0,0,0,0,0,2,0
2016,WAS,NL,lobatjo01,39,32,39,38,0,38,0,0,0,0,0,0,0,0,0,1,0
2017,WAS,NL,lobatjo01,51,43,51,50,0,50,0,0,0,0,0,0,0,0,0,3,0
2018,NYN,NL,lobatjo01,22,14,22,18,0,18,0,0,0,0,0,0,0,0,0,5,0
2021,CHN,NL,lobatjo01,6,3,6,5,0,5,0,0,0,0,0,0,0,0,0,1,0
2015,DET,AL,lobstky01,13,11,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2016,PIT,NL,lobstky01,14,0,13,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2021,WAS,NL,lobstky01,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,LAN,NL,locasti01,3,0,3,2,0,0,0,0,0,0,2,0,0,2,0,1,2
2018,LAN,NL,locasti01,18,3,18,5,0,0,0,0,0,0,1,4,0,5,0,5,9
2019,ARI,NL,locasti01,91,44,91,69,0,0,0,0,0,0,34,20,25,69,0,19,8
2020,ARI,NL,locasti01,33,16,33,25,0,0,0,0,0,0,7,13,6,25,4,5,8
2021,ARI,NL,locasti01,55,26,55,38,0,0,0,0,0,0,6,27,9,38,0,16,8
2021,NYA,AL,locasti01,9,8,9,9,0,0,0,0,0,0,8,1,0,9,0,0,0
2022,NYA,AL,locasti01,38,10,38,26,0,0,0,0,0,0,11,9,7,26,5,3,18
2023,NYN,NL,locasti01,43,18,43,33,0,0,0,0,0,0,27,5,1,33,2,4,11
2018,SDN,NL,lockean01,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2019,NYN,NL,lockean01,9,4,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2020,NYN,NL,lockean01,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2020,SEA,AL,lockean01,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2015,PIT,NL,lockeje01,30,30,29,30,30,0,0,0,0,0,0,0,0,0,0,0,0
2016,PIT,NL,lockeje01,31,19,30,30,30,0,0,0,0,0,0,0,0,0,0,0,1
2017,MIA,NL,lockeje01,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2024,SEA,AL,locklty01,16,12,16,16,0,0,16,0,0,0,0,0,0,0,0,1,1
2024,SDN,NL,lockrbr01,12,3,12,8,0,0,0,0,0,0,5,1,2,8,2,0,5
2022,CIN,NL,lodolni01,19,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2023,CIN,NL,lodolni01,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2024,CIN,NL,lodolni01,21,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2015,PHI,NL,loewead01,20,0,19,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2016,ARI,NL,loewead01,8,0,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2023,KCA,AL,loftini01,19,17,19,17,0,0,8,7,4,0,0,0,0,0,2,2,0
2024,KCA,AL,loftini01,57,42,56,51,1,0,7,28,17,0,4,0,0,4,5,12,1
2015,COL,NL,loganbo02,60,0,57,60,60,0,0,0,0,0,0,0,0,0,0,0,0
2016,COL,NL,loganbo02,66,0,60,66,66,0,0,0,0,0,0,0,0,0,0,0,0
2017,CLE,AL,loganbo02,38,0,6,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2018,MIL,NL,loganbo02,16,0,12,16,16,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,logueza01,14,10,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2023,DET,AL,logueza01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2024,LAN,NL,logueza01,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2015,MIL,NL,lohseky01,41,22,38,37,37,0,0,0,0,0,0,0,0,0,0,2,2
2016,TEX,AL,lohseky01,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2015,SFN,NL,lolliry01,5,3,5,4,0,0,0,0,0,0,3,0,1,4,0,1,0
2015,PIT,NL,lombast02,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,1
2017,MIA,NL,lombast02,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
2015,TBA,AL,loneyja01,104,93,104,101,0,0,101,0,0,0,0,0,0,0,2,7,0
2016,NYN,NL,loneyja01,100,88,100,97,0,0,97,0,0,0,0,0,0,0,0,8,0
2015,TBA,AL,longoev01,160,158,160,148,0,0,0,0,148,0,0,0,0,0,11,1,1
2016,TBA,AL,longoev01,160,160,160,152,0,0,0,0,152,0,0,0,0,0,8,0,0
2017,TBA,AL,longoev01,156,156,156,142,0,0,0,0,142,0,0,0,0,0,14,0,0
2018,SFN,NL,longoev01,125,120,125,123,0,0,0,0,123,0,0,0,0,0,0,3,0
2019,SFN,NL,longoev01,129,117,129,119,0,0,0,0,119,0,0,0,0,0,0,12,0
2020,SFN,NL,longoev01,53,50,53,52,0,0,0,0,52,0,0,0,0,0,0,1,0
2021,SFN,NL,longoev01,81,67,81,78,0,0,0,0,78,0,0,0,0,0,0,6,1
2022,SFN,NL,longoev01,89,67,89,68,0,0,0,0,68,0,0,0,0,0,17,19,0
2023,ARI,NL,longoev01,74,60,74,41,0,0,0,0,41,0,0,0,0,0,25,13,0
2021,SFN,NL,longsa01,12,5,11,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2022,SFN,NL,longsa01,28,6,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2023,OAK,AL,longsa01,40,1,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0
2024,KCA,AL,longsa01,43,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0
2019,SEA,AL,longsh01,42,39,42,40,0,0,0,24,1,0,16,0,0,16,1,2,1
2020,SEA,AL,longsh01,34,31,34,33,0,0,0,32,0,0,1,0,0,1,1,3,0
2021,SEA,AL,longsh01,34,31,34,32,0,0,0,10,0,0,25,0,0,25,1,2,0
2024,HOU,AL,loperjo01,38,31,38,35,0,0,1,0,0,0,24,5,13,34,1,2,4
2024,TOR,AL,loperjo01,43,38,43,41,0,0,1,0,0,0,30,15,0,41,1,1,2
2022,OAK,AL,lopesch01,4,2,4,3,0,0,0,2,0,0,1,0,1,2,1,2,0
2019,SEA,AL,lopesti01,41,31,41,37,0,0,0,3,0,0,33,0,3,35,3,7,1
2020,SEA,AL,lopesti01,46,38,46,30,1,0,0,0,1,0,17,0,12,28,17,7,0
2021,MIL,NL,lopesti01,7,1,7,3,0,0,0,3,0,0,0,0,0,0,0,4,0
2021,CIN,NL,lopezal03,14,3,14,7,0,0,0,3,3,0,2,1,0,3,0,9,0
2022,CIN,NL,lopezal03,61,34,59,45,3,0,0,33,8,0,4,0,2,6,8,16,3
2023,CIN,NL,lopezal03,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,SLN,NL,lopezir01,5,3,5,5,0,0,0,2,3,0,0,0,0,0,0,1,1
2015,SFN,NL,lopezja02,77,0,71,77,77,0,0,0,0,0,0,0,0,0,0,0,0
2016,SFN,NL,lopezja02,68,0,65,68,68,0,0,0,0,0,0,0,0,0,0,0,0
2021,BOS,AL,lopezja03,7,5,7,6,0,0,0,6,0,0,0,0,0,0,0,0,1
2024,LAA,AL,lopezja03,27,18,27,27,0,0,0,21,0,7,0,0,1,1,0,4,0
2023,TBA,AL,lopezja04,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2024,TBA,AL,lopezja04,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2015,MIL,NL,lopezjo02,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,MIL,NL,lopezjo02,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,KCA,AL,lopezjo02,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2018,MIL,NL,lopezjo02,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2019,KCA,AL,lopezjo02,39,18,3,39,39,0,0,0,0,0,0,0,0,0,0,0,0
2020,BAL,AL,lopezjo02,9,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2020,KCA,AL,lopezjo02,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,BAL,AL,lopezjo02,33,25,1,33,33,0,0,0,0,0,0,0,0,0,0,0,0
2022,BAL,AL,lopezjo02,44,0,2,44,44,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIN,AL,lopezjo02,23,0,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2023,BAL,AL,lopezjo02,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2023,MIA,NL,lopezjo02,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2023,MIN,AL,lopezjo02,37,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0
2024,CHN,NL,lopezjo02,24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0
2024,NYN,NL,lopezjo02,28,0,1,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2023,TBA,AL,lopezjo03,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,KCA,AL,lopezni01,103,100,103,101,0,0,0,76,0,33,0,0,0,0,1,1,1
2020,KCA,AL,lopezni01,56,51,56,55,0,0,0,53,2,4,0,0,0,0,0,2,0
2021,KCA,AL,lopezni01,151,144,151,151,0,0,0,4,0,148,0,0,0,0,0,1,1
2022,KCA,AL,lopezni01,142,127,141,140,1,0,0,68,30,52,0,0,0,0,2,3,7
2023,ATL,NL,lopezni01,26,19,25,25,2,0,2,14,2,6,0,0,0,0,0,0,2
2023,KCA,AL,lopezni01,68,51,68,64,0,0,2,35,27,5,2,0,0,2,0,8,1
2024,CHA,AL,lopezni01,124,111,124,122,0,0,0,83,0,45,0,0,0,0,0,7,2
2021,TOR,AL,lopezot01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022,TOR,AL,lopezot01,8,2,8,6,0,0,0,1,0,5,0,1,0,1,1,1,2
2024,MIA,NL,lopezot01,117,106,117,114,0,0,0,103,6,8,2,1,0,2,0,4,3
2018,MIA,NL,lopezpa01,12,10,11,10,10,0,0,0,0,0,0,0,0,0,0,2,0
2019,MIA,NL,lopezpa01,22,21,21,21,21,0,0,0,0,0,0,0,0,0,0,1,0
2020,MIA,NL,lopezpa01,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2021,MIA,NL,lopezpa01,21,20,20,20,20,0,0,0,0,0,0,0,0,0,0,1,0
2022,MIA,NL,lopezpa01,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2023,MIN,AL,lopezpa01,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2024,MIN,AL,lopezpa01,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2016,CIN,NL,lopezra02,8,1,8,5,0,4,1,0,0,0,0,0,0,0,1,5,0
2017,TOR,AL,lopezra02,24,17,24,24,0,24,0,0,1,0,0,0,0,0,0,1,0
2018,SDN,NL,lopezra02,37,30,37,32,0,30,1,0,1,0,0,0,0,0,0,5,0
2016,WAS,NL,lopezre01,11,6,10,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHA,AL,lopezre01,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHA,AL,lopezre01,32,32,1,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2019,CHA,AL,lopezre01,33,33,3,33,33,0,0,0,0,0,0,0,0,0,0,0,0
2020,CHA,AL,lopezre01,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2021,CHA,AL,lopezre01,20,9,3,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHA,AL,lopezre01,61,1,1,61,61,0,0,0,0,0,0,0,0,0,0,0,0
2023,LAA,AL,lopezre01,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2023,CHA,AL,lopezre01,43,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0
2023,CLE,AL,lopezre01,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2024,ATL,NL,lopezre01,26,25,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2018,ARI,NL,lopezyo01,10,0,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2019,ARI,NL,lopezyo01,70,0,65,70,70,0,0,0,0,0,0,0,0,0,0,0,0
2020,ARI,NL,lopezyo01,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2021,ARI,NL,lopezyo01,13,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYN,NL,lopezyo01,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2015,CIN,NL,lorenmi01,33,21,30,27,27,0,0,0,0,0,0,0,0,0,0,4,3
2016,CIN,NL,lorenmi01,36,0,35,35,35,0,0,0,0,0,0,0,0,0,0,1,0
2017,CIN,NL,lorenmi01,73,0,70,70,70,0,0,0,0,0,0,0,0,0,0,3,0
2018,CIN,NL,lorenmi01,55,3,54,46,45,0,0,0,0,0,0,0,1,1,0,14,1
2019,CIN,NL,lorenmi01,105,6,100,93,73,0,0,0,0,0,8,18,4,29,0,7,13
2020,CIN,NL,lorenmi01,23,2,6,21,18,0,0,0,0,0,0,3,0,3,1,0,3
2021,CIN,NL,lorenmi01,27,0,26,27,27,0,0,0,0,0,0,1,1,1,0,0,0
2022,LAA,AL,lorenmi01,18,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2023,DET,AL,lorenmi01,18,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2023,PHI,NL,lorenmi01,11,7,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2024,KCA,AL,lorenmi01,7,6,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2024,TEX,AL,lorenmi01,19,18,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2015,BAL,AL,loughda01,84,34,84,77,0,0,0,0,0,0,49,26,2,77,1,4,13
2016,PHI,NL,loughda01,30,17,30,23,0,0,0,0,0,0,15,0,11,23,0,8,1
2015,TOR,AL,loupaa01,60,0,2,60,60,0,0,0,0,0,0,0,0,0,0,0,0
2016,TOR,AL,loupaa01,21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2017,TOR,AL,loupaa01,70,0,5,70,70,0,0,0,0,0,0,0,0,0,0,0,0
2018,PHI,NL,loupaa01,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2018,TOR,AL,loupaa01,50,0,4,50,50,0,0,0,0,0,0,0,0,0,0,0,0
2019,SDN,NL,loupaa01,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2020,TBA,AL,loupaa01,24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0
2021,NYN,NL,loupaa01,65,2,63,65,65,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAA,AL,loupaa01,65,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0
2023,LAA,AL,loupaa01,55,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0
2024,SLN,NL,loutory01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2019,KCA,AL,lovelri01,25,0,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2020,KCA,AL,lovelri01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,KCA,AL,lovelri01,20,0,3,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2023,OAK,AL,lovelri01,27,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2024,CHN,NL,lovelri01,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2024,TBA,AL,lovelri01,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2024,CIN,NL,lowderh01,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2018,TBA,AL,lowebr01,43,36,43,41,0,0,0,28,0,0,11,0,5,15,1,5,0
2019,TBA,AL,lowebr01,82,72,82,77,0,0,5,69,0,0,2,0,5,7,3,9,0
2020,TBA,AL,lowebr01,56,49,56,51,0,0,1,44,0,0,5,0,7,12,4,7,0
2021,TBA,AL,lowebr01,149,134,149,139,0,0,1,133,0,0,10,0,6,15,3,15,0
2022,TBA,AL,lowebr01,65,61,65,53,0,0,0,53,0,0,0,0,1,1,11,4,0
2023,TBA,AL,lowebr01,109,101,109,105,0,0,0,105,0,0,0,0,0,0,4,7,0
2024,TBA,AL,lowebr01,107,97,107,69,0,0,13,58,0,0,0,0,0,0,37,10,0
2021,TBA,AL,lowejo01,2,1,2,2,0,0,0,0,0,0,1,0,1,2,0,0,0
2022,TBA,AL,lowejo01,52,48,52,44,0,0,0,0,0,0,10,9,33,44,7,2,0
2023,TBA,AL,lowejo01,135,116,135,107,0,0,0,0,0,0,3,14,101,118,21,13,3
2024,TBA,AL,lowejo01,106,95,106,92,0,0,0,0,0,0,15,2,79,92,8,9,0
2015,SEA,AL,lowema01,34,0,2,34,34,0,0,0,0,0,0,0,0,0,0,0,0
2015,TOR,AL,lowema01,23,0,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2016,DET,AL,lowema01,54,0,6,54,54,0,0,0,0,0,0,0,0,0,0,0,0
2019,TBA,AL,lowena01,50,36,50,25,0,0,21,0,4,0,0,0,0,0,17,12,0
2020,TBA,AL,lowena01,21,19,21,16,0,0,15,0,2,0,0,0,0,0,3,2,0
2021,TEX,AL,lowena01,157,151,157,148,0,0,148,0,1,0,0,0,0,0,8,4,0
2022,TEX,AL,lowena01,157,154,157,153,0,0,153,0,0,0,0,0,0,0,4,3,0
2023,TEX,AL,lowena01,161,161,161,161,0,0,161,0,0,0,0,0,0,0,0,0,0
2024,TEX,AL,lowena01,140,136,140,138,0,0,138,0,0,0,0,0,0,0,2,3,0
2015,HOU,AL,lowrije01,69,62,69,63,0,0,0,0,47,17,0,0,0,0,2,6,0
2016,OAK,AL,lowrije01,87,84,87,83,0,0,0,82,0,2,0,0,0,0,5,3,0
2017,OAK,AL,lowrije01,153,146,153,137,0,0,0,136,1,0,0,0,0,0,14,6,0
2018,OAK,AL,lowrije01,157,151,157,150,0,0,0,136,14,0,0,0,0,0,4,6,0
2019,NYN,NL,lowrije01,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0
2021,OAK,AL,lowrije01,139,118,139,71,0,0,0,71,1,0,0,0,0,0,60,21,0
2022,OAK,AL,lowrije01,50,42,50,5,0,0,3,2,0,0,0,0,0,0,41,8,0
2021,BAL,AL,lowthza01,10,6,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2022,BAL,AL,lowthza01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,OAK,AL,lucasea01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2024,DET,AL,lucasea01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2024,OAK,AL,lucasea01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2024,TOR,AL,lucasea01,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,SLN,NL,lucasjo02,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2018,OAK,AL,lucasjo02,8,1,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2019,BAL,AL,lucasjo02,9,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2018,SDN,NL,lucchjo01,26,26,24,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2019,SDN,NL,lucchjo01,30,30,28,30,30,0,0,0,0,0,0,0,0,0,0,0,0
2020,SDN,NL,lucchjo01,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2021,NYN,NL,lucchjo01,11,8,10,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2023,NYN,NL,lucchjo01,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2024,NYN,NL,lucchjo01,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2019,TOR,AL,luciael01,25,0,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2023,SFN,NL,luciama01,14,13,14,13,0,0,0,0,0,13,0,0,0,0,1,0,0
2024,SFN,NL,luciama01,27,21,27,18,0,0,0,9,0,9,0,0,0,0,7,2,2
2015,MIL,NL,lucrojo01,103,92,103,93,0,86,7,0,0,0,0,0,0,0,1,11,0
2016,MIL,NL,lucrojo01,95,87,95,85,0,82,6,0,0,0,0,0,0,0,3,8,0
2016,TEX,AL,lucrojo01,47,42,47,44,0,44,0,0,0,0,0,0,0,0,0,3,0
2017,COL,NL,lucrojo01,46,43,46,44,0,44,0,0,0,0,0,0,0,0,0,3,0
2017,TEX,AL,lucrojo01,77,75,77,66,0,66,1,0,0,0,0,0,0,0,10,2,0
2018,OAK,AL,lucrojo01,126,119,126,125,0,125,0,0,0,0,0,0,0,0,1,3,0
2019,CHN,NL,lucrojo01,27,14,27,24,0,20,4,0,0,0,0,0,0,0,0,5,0
2019,LAA,AL,lucrojo01,74,64,74,69,0,67,5,0,0,0,0,0,0,0,3,3,0
2020,BOS,AL,lucrojo01,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,ATL,NL,lucrojo01,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2021,WAS,NL,lucrojo01,5,4,5,4,0,4,0,0,0,0,0,0,0,0,0,1,0
2016,PIT,NL,luebkco01,9,0,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2015,SEA,AL,luetglu01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,NYA,AL,luetglu01,57,1,3,57,57,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYA,AL,luetglu01,50,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0
2023,ATL,NL,luetglu01,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2018,DET,AL,lugoda01,27,26,27,27,0,0,0,27,0,0,0,0,0,0,0,1,0
2019,DET,AL,lugoda01,77,70,77,73,0,0,0,0,73,0,0,0,0,0,2,1,4
2020,DET,AL,lugoda01,9,2,9,6,0,0,0,1,5,0,0,0,0,0,2,1,3
2016,NYN,NL,lugose01,17,8,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0
2017,NYN,NL,lugose01,20,18,18,19,19,0,0,0,0,0,0,0,0,0,0,1,0
2018,NYN,NL,lugose01,54,5,50,54,54,0,0,0,0,0,0,0,0,0,0,0,0
2019,NYN,NL,lugose01,61,0,57,61,61,0,0,0,0,0,0,0,0,0,0,0,0
